dataset,asset,candidate,reference,metric,n,delta,ci_low,ci_high,p_two_sided,block_days,resamples,interpretation
macro_crypto,Pooled,Time-MoE,Time-LLM,mape,164,-0.45484038275547994,-5.3194467927137365,-0.8484265788863717,0.9678,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,CAMEF,mse,41,-0.0002073925108724148,-0.0008236357814765822,3.214187695907074e-05,0.3686,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,CAMEF,mae,41,-0.0033243008381952112,-0.011151291047915433,-0.00025231161942848796,0.3198,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,CAMEF,mape,41,-0.34394264998327917,-1.1532402994176387,-0.028280541873585217,0.318,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,CAMEF,mse,41,-0.0008421360457035325,-0.0023133206614167493,-0.0005434086607966795,0.2212,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,CAMEF,mae,41,-0.010195424765106141,-0.024705807086175834,-0.009215541718861993,0.1496,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,CAMEF,mape,41,-1.0343216326876699,-2.5241601275569145,-0.9272142001065691,0.156,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,CAMEF,mse,41,-0.0004464242936758708,-0.0017335774422044712,0.00011493132288817032,0.392,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,CAMEF,mae,41,-0.00486824504001354,-0.01634129247604272,-0.0002554625320510949,0.3212,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,CAMEF,mape,41,-0.5060794895983807,-1.686246257797826,-0.03695467807015661,0.3174,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,CAMEF,mse,41,-0.0004893653365732912,-0.0013519255204738545,-0.00023335262821282864,0.2424,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,CAMEF,mae,41,-0.005737523237864176,-0.015538504466605492,-0.0026283613477761938,0.2402,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,CAMEF,mape,41,-0.5853184921669823,-1.5794438172651017,-0.2721303270653456,0.239,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,CAMEF,mse,164,-0.0004963295467062774,-0.006002028465011012,-0.0009825889990584976,0.9732,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,CAMEF,mae,164,-0.006031373470294768,-0.064862813318196,-0.014950409808602082,0.9894,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,CAMEF,mape,164,-0.6174155661090784,-6.677316558497746,-1.5177008707478388,0.9888,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,Persistence,mse,39,-2.9734932241381117e-05,-0.00010934394531298608,1.4068661469059663e-05,0.4108,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,Persistence,mae,39,-0.0015433112907613448,-0.005342520232001941,0.0005623892943064386,0.3952,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,Persistence,mape,39,-0.15418165719581464,-0.5359667670898359,0.05804778728714774,0.3954,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,Persistence,mse,39,-4.508149155631086e-05,-0.00021575624678932335,6.7994930865861e-05,0.5722,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,Persistence,mae,39,-0.0015122613463646327,-0.006891278763612111,0.0024621386031309766,0.5778,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,Persistence,mape,39,-0.15190605927481424,-0.6890785787952883,0.24550893009927258,0.5772,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,Persistence,mse,39,-4.779086934785256e-05,-0.00017024649962747916,5.853743377143724e-07,0.3254,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,Persistence,mae,39,-0.002063718234371935,-0.006488580485184989,-0.0004889501730600982,0.2752,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,Persistence,mape,39,-0.20513617868008324,-0.6466655459203715,-0.047503084465521504,0.2766,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,Persistence,mse,117,-4.08690977151815e-05,-0.00041745037436573447,4.7287574319058405e-05,0.8612,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,Persistence,mae,117,-0.001706430290499305,-0.017040573308865232,0.0009103019634882611,0.8728,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,Persistence,mape,117,-0.17040796505023725,-1.7036725417465683,0.09427194507228089,0.8734,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,DLinear,mse,39,7.860114621489783e-05,3.711561891431239e-05,0.00018794075707935265,0.2334,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,DLinear,mae,39,0.0026054262605487797,0.0008646797140439356,0.0064055635233720145,0.2604,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,DLinear,mape,39,0.2584863122078819,0.07991524281282048,0.6406088973803262,0.2664,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,DLinear,mse,39,5.5648128037303714e-05,-8.929639509837452e-05,0.00021851138244651717,0.5736,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,DLinear,mae,39,0.00166400330953109,-0.0023239328364531176,0.006775575096408527,0.5436,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,DLinear,mape,39,0.1619830464662194,-0.24323809943056351,0.6726709823382303,0.5566,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,DLinear,mse,39,7.597367473060835e-05,5.668405796362742e-05,0.00019435999975442517,0.177,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,DLinear,mae,39,0.002589074974386101,0.0020205751309792207,0.006258233313759168,0.151,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,DLinear,mape,39,0.2570549119083617,0.20083107922424867,0.6208077296899857,0.151,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,DLinear,mse,117,7.007431632760332e-05,1.914305727743822e-05,0.0005537824832736583,0.9174,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,DLinear,mae,117,0.002286168181488656,0.002024433175722759,0.01705268707871438,0.9302,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,DLinear,mape,117,0.22584142352748757,0.17684072205833334,1.6996619606325896,0.9278,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,GPT4TS,mse,39,1.5094943681264074e-06,-6.703137262524804e-05,7.804165886188255e-05,0.9654,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,GPT4TS,mae,39,8.93878631102733e-05,-0.0029347307781378423,0.0035178051193555226,0.9604,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,GPT4TS,mape,39,0.009667369074070132,-0.2932360612679899,0.35339488840400485,0.9558,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,GPT4TS,mse,39,2.5136016170731574e-05,-7.837743424380091e-05,0.0001693934404067316,0.7122,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,GPT4TS,mae,39,0.0007916967201436686,-0.0031754938115676245,0.00578443136314551,0.7336,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,GPT4TS,mape,39,0.0812361270868512,-0.31463048206030264,0.5818495743680967,0.7278,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,GPT4TS,mse,39,-7.43490171465156e-06,-0.00016838771374643772,0.00014007654501874147,0.9244,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,GPT4TS,mae,39,-0.0007307775891744177,-0.0066315921296676,0.004040632744630178,0.801,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,GPT4TS,mape,39,-0.07110015058130448,-0.6564531595764954,0.4048892686322447,0.8044,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,GPT4TS,mse,117,6.403536274735471e-06,-0.00019443122921829922,0.0002220925261046106,0.96,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,GPT4TS,mae,117,5.010233135984134e-05,-0.010089777499437333,0.007986046592394517,0.9892,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,GPT4TS,mape,117,0.006601115193205632,-0.9991209770123176,0.8126899507236048,0.9882,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,PatchTST,mse,39,3.1203913781152415e-05,-1.643917576366801e-05,0.00012386394359243776,0.4302,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,PatchTST,mae,39,0.0006672987061688024,-0.0017058048496643708,0.003698219617207847,0.6486,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,PatchTST,mape,39,0.067376504088377,-0.16906721923994306,0.37090783484627443,0.6466,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,PatchTST,mse,39,5.456634657473374e-05,-2.5413734381935443e-05,0.0001813655383074219,0.4152,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,PatchTST,mae,39,0.0012864631592717942,-0.002624083593487739,0.005858876188596091,0.5962,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,PatchTST,mape,39,0.1288346929478712,-0.2598633449289344,0.5839000451548795,0.5962,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,PatchTST,mse,39,0.0003145540004342697,2.2842347452008915e-05,0.0011605775586652882,0.311,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,PatchTST,mae,39,0.006058281749232203,0.00015857910116513546,0.02036702387531599,0.3282,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,PatchTST,mape,39,0.6053165352237452,0.01909764251253045,2.0338710932779023,0.3286,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,PatchTST,mse,117,0.00013344142026338528,7.21517579896561e-05,0.00132843098176759,0.8562,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,PatchTST,mae,117,0.0026706812048909326,-0.00046708754698435547,0.02504111830393473,0.887,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,PatchTST,mape,117,0.2671759107533311,-0.041745391614065215,2.498766700076705,0.8874,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,iTransformer,mse,39,5.202167186434851e-05,1.858837221563816e-05,0.00013568299019177247,0.2478,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,iTransformer,mae,39,0.0018123596524580931,8.147865533828739e-05,0.005141450509428979,0.3126,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,iTransformer,mape,39,0.1810537255007752,0.004157308369166283,0.5159932188704841,0.317,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,iTransformer,mse,39,2.918014300260404e-05,-9.024693913398323e-05,0.00017725063110157754,0.7028,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,iTransformer,mae,39,0.0008584069263221869,-0.0030538973013559977,0.005798827285567922,0.7272,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,iTransformer,mape,39,0.08090049612986931,-0.32103962497569943,0.5769092772377951,0.7446,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,iTransformer,mse,39,0.0002471832954539376,-9.469978984287202e-05,0.001054131383531946,0.4354,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,iTransformer,mae,39,0.004449085547373844,-0.003447700316707294,0.019466876551508916,0.4832,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,iTransformer,mape,39,0.44820650735144213,-0.3385314821546225,1.9545462958890785,0.4822,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,iTransformer,mse,117,0.00010946170344029675,0.00011946073053955521,0.0010390924867395442,0.8952,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,iTransformer,mae,117,0.002373284042051376,0.0026007415453592926,0.01921660462518533,0.93,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,iTransformer,mape,117,0.23672024299402883,0.26755910353739965,1.9119757204901655,0.9324,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,TimesNet,mse,39,8.211758749852539e-05,4.754590690445446e-05,0.00022125831568007475,0.2092,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,TimesNet,mae,39,0.0017657565892252147,-0.0009603527635335917,0.006287987450758616,0.422,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,TimesNet,mape,39,0.17827278968147445,-0.0946917281253286,0.6334350340118139,0.42,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,TimesNet,mse,39,0.00016151807374626935,8.37783393631047e-05,0.0004256554978076435,0.2,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,TimesNet,mae,39,0.0036269349929613937,0.0015596023152271907,0.009814535975456238,0.2134,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,TimesNet,mape,39,0.3633830620529045,0.1492449989866204,0.9901226503721405,0.2182,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,TimesNet,mse,39,0.00016545139707631508,-2.4434518078245164e-05,0.0005740317370070569,0.3472,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,TimesNet,mae,39,0.0043448861847575895,-0.0010354205866654714,0.014399873470266663,0.3608,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,TimesNet,mape,39,0.4352153267868246,-0.09868485443428605,1.4345062368780979,0.3592,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,TimesNet,mse,117,0.00013636235277370332,0.0002912192416873338,0.0010305743265496639,0.9838,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,TimesNet,mae,117,0.003245859255648068,0.005806647762656212,0.025602415631214778,0.9656,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,TimesNet,mape,117,0.3256237261737343,0.5831419650313279,2.567871469755119,0.9662,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,Time-LLM,mse,39,2.2564080028894093e-06,-5.1883250102526076e-05,5.6626975667223096e-05,0.9324,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,Time-LLM,mae,39,7.015001824778383e-05,-0.00232218358417352,0.002648552551865579,0.9566,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,Time-LLM,mape,39,0.007166347599668781,-0.23457427753927887,0.26670175291615456,0.9558,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,Time-LLM,mse,39,-9.04048108769536e-06,-0.00020012958653024644,0.0001544820332221437,0.9252,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,Time-LLM,mae,39,0.0001703293787108525,-0.005029555067420006,0.005431997751196231,0.9494,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,Time-LLM,mape,39,0.01531385441555151,-0.5078188974616158,0.5420777409873044,0.9538,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,Time-LLM,mse,39,-2.334717735340333e-05,-0.0001417318965073662,5.9456815985148755e-05,0.654,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,Time-LLM,mae,39,-0.0008075881080749708,-0.004768581400314968,0.002173325111468634,0.669,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,Time-LLM,mape,39,-0.07979596908525262,-0.47234077435915817,0.2178654642347476,0.6692,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,Time-LLM,mse,117,-1.0043750146069766e-05,-0.0002723205226809234,0.00016457709353799593,0.9364,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,Time-LLM,mae,117,-0.0001890362370387781,-0.008186571275194485,0.00606899878382683,0.9638,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,Time-LLM,mape,117,-0.019105255690010765,-0.8317312575394005,0.6096284695881862,0.962,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,CAMEF,mse,39,0.00016133848809640085,0.00011091963268018141,0.000359692235085862,0.1466,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,CAMEF,mae,39,0.005640271064053233,0.003931051284074783,0.012718998968601233,0.1602,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,SPX,Time-MoE,CAMEF,mape,39,0.5571978669157064,0.3759109556470385,1.2675414635249609,0.1666,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,CAMEF,mse,39,9.602914993471026e-05,-0.00011417214087574183,0.0003587225960299684,0.506,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,CAMEF,mae,39,0.0031773595728425896,-0.002367069249351819,0.011190038497249285,0.4472,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,NDX,Time-MoE,CAMEF,mape,39,0.304570144975293,-0.268653466957647,1.1042224931999214,0.4648,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,CAMEF,mse,39,0.0001876472033627599,0.00017976844101778335,0.00039572662613004153,0.0682,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,CAMEF,mae,39,0.00630383473685664,0.006805247724056244,0.012570615967114765,0.0234,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,INDU,Time-MoE,CAMEF,mape,39,0.6248285014685165,0.6713466639997308,1.247267527622008,0.024,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,CAMEF,mse,117,0.00014833828046462372,0.00021167325509582113,0.0010615462387146156,0.9472,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,CAMEF,mae,117,0.005040488457917489,0.009101854006449379,0.03485776582360268,0.9676,7,4999,positive favors Time-MoE; descriptive comparison
macro_equities,Pooled,Time-MoE,CAMEF,mape,117,0.4955321711198387,0.8479847622735027,3.4539576324465147,0.963,7,4999,positive favors Time-MoE; descriptive comparison
